STT,Tên khách hàng,Mã số thuế,Đại lý,Mẫu số,Ký hiệu,Số hóa đơn,Ngày xuất,SEC
STT,Tên khách hàng,Mã số thuế,Đại lý,Mẫu số,Ký hiệu,Số hóa đơn,Ngày xuất,SEC
605,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ANY WELL,315278633,,01GTKT0/002,CA/20E,983,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),r27wkklkqg
606,CÔNG TY CỔ PHẦN QUẢN LÝ VÀ VẬN HÀNH CAO ỐC KHÁNH HỘI,310341786,,01GTKT0/002,CA/20E,986,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),gm6xw6km05
607,CÔNG TY CỔ PHẦN DỆT MÙA ĐÔNG,100102100,,01GTKT0/002,CA/20E,988,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),gdm6vmwpkg
608,Công Ty TNHH Một Thành Viên Sản Xuất Thương Mại Bình Phong Phú,3701846614,,01GTKT0/002,CA/20E,991,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),r9qyookwpg
609,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU HIỆP THÀNH PHÁT VINA,313819679,,01GTKT0/002,CA/20E,993,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),5jjyddekq5
610,CÔNG TY TNHH YOKOGAWA VIỆT NAM,102033861,,01GTKT0/002,CA/20E,994,Wed Sep 09 2020 23:59:20 GMT+0700 (Indochina Time),5ny9ooe66r
611,TRƯỜNG TRUNG CẤP GTVT THĂNG LONG,100104041,,01GTKT0/002,CA/20E,967,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),gvm61dkqzg
612,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XÂY DỰNG HƯNG PHÚ,107740529,,01GTKT0/002,CA/20E,968,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),gvm61dkj7g
613,CÔNG TY CỔ PHẦN PHÂN PHỐI ASIAN GROUP,107491495,,01GTKT0/002,CA/20E,979,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),gvm092oo1g
614,CÔNG TY TNHH XÂY DỰNG VÀ PHÁT TRIỂN SƠN LÂM,106217725,,01GTKT0/002,CA/20E,980,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),ryl60kyxjg
615,CÔNG TY TNHH SUMITOMO HEAVY INDUSTRIES (VIỆT NAM),101759594,,01GTKT0/002,CA/20E,981,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),gq4velyl05
616,CÔNG TY TNHH THIẾT BỊ ĐO LƯỜNG HOA SEN VÀNG,310911570,,01GTKT0/002,CA/20E,982,Mon Sep 07 2020 23:59:20 GMT+0700 (Indochina Time),gm6vl1one5
617,CÔNG TY TNHH CÔNG NGHIỆP FTF,314813736,,01GTKT0/002,CA/20E,945,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),57n19lj38g
618,CÔNG TY TNHH TI TAN VIỆT NAM,101394833,,01GTKT0/002,CA/20E,952,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),r9pmkjv2x5
619,CÔNG TY CỔ PHẦN LIÊN DOANH SƠN ABB VIỆT NAM,102742603,,01GTKT0/002,CA/20E,953,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),r6nkzwm8qg
620,CÔNG TY TNHH CHÂU ĐẠI DƯƠNG & ANH EM,313870435,,01GTKT0/002,CA/20E,955,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),gqopx44zmr
621,Công Ty Cổ Phần Công Nghiệp Việt Nam,101114116,,01GTKT0/002,CA/20E,958,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),rp87dzzzo5
622,CÔNG TY TNHH AECOMTECH,107808826,,01GTKT0/002,CA/20E,960,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),r414277y3r
623,Công Ty TNHH Quảng Cáo Thuận Phát,101602811,,01GTKT0/002,CA/20E,961,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),r29q2771j5
624,CÔNG TY TNHH CAPSTONE VIỆT NAM,104166095,,01GTKT0/002,CA/20E,964,Thu Sep 03 2020 23:59:20 GMT+0700 (Indochina Time),gqopx44pxr
625,CÔNG TY TNHH SDM,106365635,,01GTKT0/002,CA/20E,938,Wed Sep 02 2020 23:59:20 GMT+0700 (Indochina Time),r6nyd03j2g
626,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ THỜI TRANG THUẬN HẢI,102744720,,01GTKT0/002,CA/20E,939,Wed Sep 02 2020 23:59:20 GMT+0700 (Indochina Time),rz9m489235
627,CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT VÀ THƯƠNG MẠI VẠN AN,3702888751,,01GTKT0/002,CA/20E,940,Wed Sep 02 2020 23:59:20 GMT+0700 (Indochina Time),ry40zm428r
628,CÔNG TY TNHH KIẾN TRÚC XÂY DỰNG QHCONS,316434349,,01GTKT0/002,CA/20E,941,Wed Sep 02 2020 23:59:20 GMT+0700 (Indochina Time),r14ldz4pqr
629,CÔNG TY TNHH QUỐC TẾ CÔNG THÀNH VTD,103846595,,01GTKT0/002,CA/20E,942,Wed Sep 02 2020 23:59:20 GMT+0700 (Indochina Time),gqoejyo0pr
630,Công ty TNHH thương mại và dịch vụ Hương Hà,103663351,,01GTKT0/002,CA/20E,913,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),r3kkeom06g
631,CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP NHẤT,312079044,,01GTKT0/002,CA/20E,914,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),gd11yz6pkg
632,TRUNG TÂM KIỂM ĐỊNH CHẤT LƯỢNG SẢN PHẨM VIỄN THÁM,0100104059-005,,01GTKT0/002,CA/20E,915,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),re00q4x6n5
633,CÔNG TY TNHH PHƯỚC THÀNH ĐẠT,308231514,,01GTKT0/002,CA/20E,916,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),r2996ow625
634,CHI NHÁNH CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ TRƯỜNG SƠN TẠI HÀ NỘI,0200552216-002,,01GTKT0/002,CA/20E,917,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),rwqq3pvm2r
635,CÔNG TY TNHH MỘT THÀNH VIÊN KHẢO SÁT THIẾT KẾ XÂY DỰNG ĐIỆN 4,104683745,,01GTKT0/002,CA/20E,918,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),r9ppw9yvp5
636,CÔNG TY CP VĂN HÓA PHẨM VÀ BAO BÌ HÀ NỘI,101341863,,01GTKT0/002,CA/20E,922,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),re00lj9k15
637,CÔNG TY TNHH AN TÍN KD,315872847,,01GTKT0/002,CA/20E,923,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),5nvv31xkor
638,CÔNG TY TNHH DU LỊCH & TRUYỀN THÔNG LUX,316403799,,01GTKT0/002,CA/20E,924,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),5j33nzqm8r
639,CÔNG TY CỔ PHẦN SPACEV,316439266,,01GTKT0/002,CA/20E,925,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),r2994pxjo5
640,CÔNG TY CP NHỰA ĐỒNG NAI MIỀN TRUNG,4000434893,,01GTKT0/002,CA/20E,928,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),rwqq19o4qr
641,CÔNG TY CỔ PHẦN VẬT TƯ THIẾT BỊ TUẤN MINH,107993054,,01GTKT0/002,CA/20E,930,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),57nnmwj9eg
642,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ IN TMT,103680893,,01GTKT0/002,CA/20E,933,Sun Aug 30 2020 23:59:20 GMT+0700 (Indochina Time),gqooy8lmxr
643,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐÔNG A,3600709379,,01GTKT0/002,CA/20E,889,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),r6ne60e6og
644,CÔNG TY TNHH DƯỢC PHẨM DUY HƯNG,2700794577,,01GTKT0/002,CA/20E,893,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),re08jl8zx5
645,CÔNG TY TNHH DƯỢC PHẨM THUẬN TÂM,106180916,,01GTKT0/002,CA/20E,894,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),gd1kw8k0kg
646,CÔNG TY CỔ PHẦN XÂY DỰNG DÂN DỤNG VÀ CÔNG NGHIỆP MẠNH HƯNG,311368188,,01GTKT0/002,CA/20E,895,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),r6ne60ekqg
647,CÔNG TY TNHH VẬN TẢI & THƯƠNG MẠI HÙNG DƯƠNG,106903185,,01GTKT0/002,CA/20E,896,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),58n7687m45
648,CÔNG TY TNHH DỊCH VỤ PHÚC NGÂN,107435606,,01GTKT0/002,CA/20E,897,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),rlod92dqlr
649,CÔNG TY TNHH THIẾT BỊ NHẬP KHẨU KITCHEN LUXURY VIỆT NAM,106501260,,01GTKT0/002,CA/20E,910,Thu Aug 27 2020 23:59:20 GMT+0700 (Indochina Time),r41jmj6kzr
650,CÔNG TY TNHH SẢN XUẤT NHỰA BAO BÌ HỢP PHÁT,316403654,,01GTKT0/002,CA/20E,881,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),gxzjym70d5
651,CÔNG TY CỔ PHẦN XÂY DỰNG CẤP THOÁT NƯỚC GIA ĐỊNH,304590255,,01GTKT0/002,CA/20E,882,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),rp8owyn395
652,CÔNG TY CỔ PHẦN CÔNG NGHỆ EZPLUS,109297398,,01GTKT0/002,CA/20E,883,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),gqomwqkm4r
653,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ XÂY DỰNG THÁI HƯNG,106243482,,01GTKT0/002,CA/20E,884,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),gqomwqkv4r
654,CÔNG TY TNHH GIỐNG THỦY SẢN GROBEST (VN),4500270139,,01GTKT0/002,CA/20E,885,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),rz9dzlww35
655,CÔNG TY CỔ PHẦN AMG HÀ NỘI,109287470,,01GTKT0/002,CA/20E,887,Wed Aug 26 2020 23:59:20 GMT+0700 (Indochina Time),rz9dzl7y25
656,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CƠ ĐIỆN LẠNH QUANG THÁI,316240495,,01GTKT0/002,CA/20E,850,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),gv71yxzy9g
657,CÔNG TY TNHH MAY HỒNG TƯ,106911066,,01GTKT0/002,CA/20E,852,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),5n96vzoj9g
658,Công Ty Cổ Phần Vật Tư Thiết Bị Và Phụ Tùng Tdn,106924876,,01GTKT0/002,CA/20E,853,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),rlz8oyd9lg
659,CÔNG TY TNHH QUẢNG CÁO KNOCK KNOCK SAIGON,316371473,,01GTKT0/002,CA/20E,854,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),5n96vz2m9g
660,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VÀ DỊCH VỤ GIANG DUY HẬU,102734345,,01GTKT0/002,CA/20E,856,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),58pw990oyr
661,CÔNG TY TNHH TƯ VẤN VÀ DỊCH VỤ Y TẾ GOLD VIỆT NAM,316063905,,01GTKT0/002,CA/20E,857,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),gokneep175
662,CÔNG TY TNHH KHOA HỌC VÀ KỸ THUẬT OLYMPIC,312346451,,01GTKT0/002,CA/20E,858,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),r43xyy4qjg
663,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HÀNG HÓA NỮ HOÀNG,107967449,,01GTKT0/002,CA/20E,864,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),r43xmj693g
664,CÔNG TY TNHH SẢN XUẤT CƠ KHÍ ĐIỆN XÂY DỰNG-THƯƠNG MẠI QUANG LỘC,301785256,,01GTKT0/002,CA/20E,865,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),r33lzw1dxr
665,CÔNG TY TNHH VẬN TẢI VÀ DU LỊCH NGHI LONG,106783262,,01GTKT0/002,CA/20E,866,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),goknp3zl25
666,CÔNG TY CỔ PHẦN XANH LÁ SOLAR,316360584,,01GTKT0/002,CA/20E,867,Tue Aug 25 2020 23:59:20 GMT+0700 (Indochina Time),5jykpm62e5
667,CÔNG TY TNHH NETACO VIỆT NAM,316435776,,01GTKT0/002,CA/20E,819,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),rzoqe07345
668,CÔNG TY TNHH BAF - V VIỆT NAM,109305708,,01GTKT0/002,CA/20E,827,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),573vowy1er
669,CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI XUÂN ĐẠT,105619615,,01GTKT0/002,CA/20E,828,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),gokdn0y7v5
670,CÔNG TY TNHH HẢI DƯƠNG,500454636,,01GTKT0/002,CA/20E,840,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),5n9l61z94g
671,CÔNG TY TNHH SAN LIM FURNITURE VIỆT NAM,3600515013,,01GTKT0/002,CA/20E,842,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),5jy1kz4j95
672,CÔNG TY TNHH CUNG ỨNG THIẾT BỊ VÀ CÔNG NGHỆ CTC,104268403,,01GTKT0/002,CA/20E,843,Mon Aug 24 2020 23:59:20 GMT+0700 (Indochina Time),rw73m9p9og
673,CÔNG TY TNHH BẢO HỘ LAO ĐỘNG VÀ THƯƠNG MẠI THANH THỦY,106775374,,01GTKT0/002,CA/20E,808,Sun Aug 23 2020 23:59:20 GMT+0700 (Indochina Time),gok99z8mj5
674,CÔNG TY CỔ PHẦN KINH DOANH THÉP HÌNH,104602217,,01GTKT0/002,CA/20E,809,Sun Aug 23 2020 23:59:20 GMT+0700 (Indochina Time),573k68j7mr
675,Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Tự Động Bảo Tín Việt,309800788,,01GTKT0/002,CA/20E,815,Sun Aug 23 2020 23:59:20 GMT+0700 (Indochina Time),rkqyjxqodr
676,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI SẢN XUẤT ACE VIỆT,106073488,,01GTKT0/002,CA/20E,781,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),gdle2o0jk5
677,CÔNG TY CỔ PHẦN AUSTNAM,100114096,,01GTKT0/002,CA/20E,782,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),5734d61jdr
678,CÔNG TY TNHH THIẾT BỊ CNV,107289056,,01GTKT0/002,CA/20E,783,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),r43yml4wzg
679,CÔNG TY TNHH AN MINH VIỆT NAM,108790314,,01GTKT0/002,CA/20E,784,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),gm4e20p93g
680,CÔNG TY TNHH ĐẦU TƯ HẠ TẦNG QUANG MINH,105541567,,01GTKT0/002,CA/20E,785,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),r23l1vq825
681,CÔNG TY CỔ PHẦN HANOI DLC,109270910,,01GTKT0/002,CA/20E,786,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),rzol3yko25
682,CÔNG TY CỔ PHẦN PHÁT TRIỂN GIÁO DỤC THIÊN THẠCH THẢO,107835474,,01GTKT0/002,CA/20E,787,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),r23l1vq9q5
683,CÔNG TY TNHH HỌC VIỆN ĐÔI CÁNH,316415995,,01GTKT0/002,CA/20E,791,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),ryo8nykp8g
684,CÔNG TY TNHH HÀ KHOA,102144988,,01GTKT0/002,CA/20E,794,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),rw70n3o8qg
685,CÔNG TY CỔ PHẦN HIỆP HỘI SÁNG TẠO VIỆT NAM,105775117,,01GTKT0/002,CA/20E,795,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),gv7vqnoo1g
686,CÔNG TY TNHH XỬ LÝ LÚN NGHIÊNG VIỆT NAM,101331230,,01GTKT0/002,CA/20E,801,Wed Aug 19 2020 23:59:20 GMT+0700 (Indochina Time),gv7vqnkx7g
687,CÔNG TY TNHH VYAN GMBH,313731061,,01GTKT0/002,CA/20E,754,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),re7j4764xg
688,CÔNG TY TNHH XÂY DỰNG GIAO THÔNG THÀNH LỢI,312506641,,01GTKT0/002,CA/20E,755,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r1v63vo3zr
689,CÔNG TY TNHH KỸ THUẬT CƠ ĐIỆN MINH VIỆT,102797426,,01GTKT0/002,CA/20E,756,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),gq78071np5
690,CÔNG TY TNHH NỘI THẤT VÀ QUẢNG CÁO KHÔNG GIAN XANH,109110836,,01GTKT0/002,CA/20E,757,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r336o3q36r
691,CÔNG TY TNHH XÂY DỰNG VÀ PHÁT TRIỂN DỊCH VỤ THƯƠNG MẠI THÀNH HƯNG,107761744,,01GTKT0/002,CA/20E,758,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r636q39nqr
692,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ VÀ PHÁT TRIỂN TUẤN PHÁT,107840058,,01GTKT0/002,CA/20E,759,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r1v63vo7er
693,CÔNG TY TNHH VINA PLASTIC,107467407,,01GTKT0/002,CA/20E,760,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),ryo1doel3g
694,CÔNG TY TNHH SUN PLASTIKS,107552839,,01GTKT0/002,CA/20E,761,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),rw79p7xylg
695,CÔNG TY TNHH THIẾT BỊ CÔNG NGHỆ ĐỨC LINH,109023710,,01GTKT0/002,CA/20E,762,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),5jyz4yoze5
696,CÔNG TY TNHH TRƯỜNG LỘC VIỆT NAM,2901575487,,01GTKT0/002,CA/20E,763,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),rlz9yzqelg
697,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG KHỞI NGUYÊN VĂN GROUP,315516750,,01GTKT0/002,CA/20E,764,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r43po3z2jg
698,CÔNG TY CỔ PHẦN KINH DOANH VÀ PHÁT TRIỂN CÔNG NGHỆ HQ,108149453,,01GTKT0/002,CA/20E,765,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),rp1m91kdxr
699,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ KLS,108944892,,01GTKT0/002,CA/20E,772,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),r43po3zz3g
700,CÔNG TY TNHH ĐIỆN MÁY CÔNG NGHIỆP VIỆT ĐỨC,101057877,,01GTKT0/002,CA/20E,777,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),5jyz4yokq5
701,Công Ty TNHH Một Thành Viên Thoát Nước Hà Nội,100105704,,01GTKT0/002,CA/20E,778,Tue Aug 18 2020 23:59:20 GMT+0700 (Indochina Time),58p64p1w0r
702,TRUNG TÂM Y TẾ THÀNH PHỐ BIÊN HÒA,3600706339,,01GTKT0/002,CA/20E,751,Mon Aug 17 2020 23:59:20 GMT+0700 (Indochina Time),5jyjqk9pe5
703,CÔNG TY TNHH MỘT THÀNH VIÊN TÔN SẮT MINH CHÂU,1800474603,,01GTKT0/002,CA/20E,738,Thu Aug 13 2020 23:59:20 GMT+0700 (Indochina Time),5jy8meen35
704,CÔNG TY TNHH XÂY DỰNG DỊCH VỤ THÀNH LỢI,316315214,,01GTKT0/002,CA/20E,741,Thu Aug 13 2020 23:59:20 GMT+0700 (Indochina Time),rkq3d77jvr
705,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ PHÁT TRIỂN MINH PHÚC,105285296,,01GTKT0/002,CA/20E,742,Thu Aug 13 2020 23:59:20 GMT+0700 (Indochina Time),r33ywddl6r
706,CÔNG TY LUẬT TRÁCH NHIỆM HỮU HẠN BIZLAW,303149746,,01GTKT0/002,CA/20E,744,Thu Aug 13 2020 23:59:20 GMT+0700 (Indochina Time),5jy8lo8e35
707,CÔNG TY CỔ PHẦN KIẾN TRÚC XÂY DỰNG VÀ NỘI THẤT THIÊN VIỆT,105319234,,01GTKT0/002,CA/20E,745,Thu Aug 13 2020 23:59:20 GMT+0700 (Indochina Time),r43q18z23g
708,CÔNG TY TNHH ƯỚC GÌ,314510259,,01GTKT0/002,CA/20E,706,Tue Aug 11 2020 23:59:20 GMT+0700 (Indochina Time),rlzxodyqjg
709,CÔNG TY TRÁCH NHIỆM HỮU HẠN NGUYỄN PHÚC GIANG THANH,3502427168,,01GTKT0/002,CA/20E,707,Tue Aug 11 2020 23:59:20 GMT+0700 (Indochina Time),rkqdol9k6r
710,Trung Tâm Kiểm định Chất lượng Sản phẩm Đo đạc và Bản đồ,101194062,,01GTKT0/002,CA/20E,708,Tue Aug 11 2020 23:59:20 GMT+0700 (Indochina Time),rkqdol9v6r
711,CHI NHÁNH CÔNG TY CỔ PHẦN BÓNG ĐÈN PHÍCH NƯỚC RẠNG ĐÔNG TẠI THÀNH PHỐ CẦN THƠ,0101526991-003,,01GTKT0/002,CA/20E,713,Tue Aug 11 2020 23:59:20 GMT+0700 (Indochina Time),58pon7mo4r
712,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG SẢN XUẤT VÀ THƯƠNG MẠI HÀ NỘI,105694612,,01GTKT0/002,CA/20E,719,Tue Aug 11 2020 23:59:20 GMT+0700 (Indochina Time),r43wdw8zjg
713,Công Ty TNHH Dịch Vụ Bảo Vệ Nam Hải Long,311459068,,01GTKT0/002,CA/20E,697,Mon Aug 10 2020 23:59:20 GMT+0700 (Indochina Time),gd6jj1y0l5
714,Công Ty Cổ Phần Kỹ Thuật Môi Trường,101391945,,01GTKT0/002,CA/20E,698,Mon Aug 10 2020 23:59:20 GMT+0700 (Indochina Time),r1m114xyer
715,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BFF,314518321,,01GTKT0/002,CA/20E,699,Mon Aug 10 2020 23:59:20 GMT+0700 (Indochina Time),gvl11yoqd5
716,CÔNG TY CỔ PHẦN MAIAMI,108289605,,01GTKT0/002,CA/20E,679,Sun Aug 09 2020 23:59:20 GMT+0700 (Indochina Time),rkxj16v795
717,CÔNG TY TNHH CÔNG NGHÊ MÔI TRƯỜNG SẠCH VÀ XANH TOÀN CẦU,306110112,,01GTKT0/002,CA/20E,680,Sun Aug 09 2020 23:59:20 GMT+0700 (Indochina Time),r1mz27x8mr
718,CÔNG TY TNHH SƠN TAKA VIỆT NHẬT,1801670287,,01GTKT0/002,CA/20E,681,Sun Aug 09 2020 23:59:20 GMT+0700 (Indochina Time),r06qx7dmkr
719,CÔNG TY CỔ PHẦN HÒA BÌNH MAI HẠNH,5400234033,,01GTKT0/002,CA/20E,672,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),rllqw29dwr
720,CÔNG TY CỔ PHẦN THIÊN LỘC MAI HẠNH,5400495370,,01GTKT0/002,CA/20E,673,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),5n04w3176g
721,CÔNG TY TNHH VI DEVELOPMENT HÀ NỘI,108594447,,01GTKT0/002,CA/20E,674,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),gov97w0v1r
722,CÔNG TY TNHH THƯƠNG MẠI THẢO ANH,102678362,,01GTKT0/002,CA/20E,675,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),5jlownzy8r
723,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TNACO,316364204,,01GTKT0/002,CA/20E,676,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),5jlownz38r
724,Công Ty TNHH Thương Mại Dịch Vụ MTV Đạt Quỳnh,314338745,,01GTKT0/002,CA/20E,677,Thu Aug 06 2020 23:59:20 GMT+0700 (Indochina Time),5n04w31yog
725,CÔNG TY TNHH TƯ VẤN QUẢN LÝ - THIẾT KẾ VÀ THI CÔNG XÂY DỰNG - CHẾ TẠO CƠ KHÍ QUANG NGUYÊN,3502428524,,01GTKT0/002,CA/20E,642,Tue Aug 04 2020 23:59:20 GMT+0700 (Indochina Time),rllnmm61lr
726,CÔNG TY CỔ PHẦN PHẦN MỀM CHUYÊN NGHIỆP TOÀN CẦU,102181066,,01GTKT0/002,CA/20E,645,Tue Aug 04 2020 23:59:20 GMT+0700 (Indochina Time),rexmqqw3n5
727,CÔNG TY TNHH MTV QUANG THẮM,800227930,,01GTKT0/002,CA/20E,638,Mon Aug 03 2020 23:59:20 GMT+0700 (Indochina Time),r6wl6z9n7g
728,CÔNG TY CỔ PHẦN KIẾN TRÚC & NỘI THẤT CHÂU Á,106056355,,01GTKT0/002,CA/20E,639,Mon Aug 03 2020 23:59:20 GMT+0700 (Indochina Time),r3m06dq7x5
729,CÔNG TY TNHH THƯƠNG MẠI FOUNDATION,305928240,,01GTKT0/002,CA/20E,605,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),r9jjyz4ok5
730,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ & XÂY DỰNG L T K,4101408240,,01GTKT0/002,CA/20E,606,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),r4vv3q6qpr
731,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT GIA HỒ,316366258,,01GTKT0/002,CA/20E,607,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),gqnn7ze04g
732,CÔNG TY TNHH GREEN FAIRIES,316202355,,01GTKT0/002,CA/20E,616,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),rpee1l49x5
733,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI NGUYỄN LÊ,316366219,,01GTKT0/002,CA/20E,615,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),r066kp8m9r
734,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI ĐẶNG NGUYỄN 3T,316334432,,01GTKT0/002,CA/20E,617,Thu Jul 30 2020 23:59:20 GMT+0700 (Indochina Time),rwvvev3d2g
